"identifier","setSpec","id","repository"
"oai:edshare.soton.ac.uk:9098","6469766973696F6E733D756F732D706B:756F732D6A66","59487","16"
"oai:edshare.soton.ac.uk:9098","74797065733D7265736F75726365","59488","16"
"oai:edshare.soton.ac.uk:9101","6469766973696F6E733D756F732D706B:756F732D6A66","59489","16"
"oai:edshare.soton.ac.uk:9101","74797065733D7265736F75726365","59490","16"
"oai:edshare.soton.ac.uk:9109","6469766973696F6E733D756F732D66616337:756F732D6670","59491","16"
"oai:edshare.soton.ac.uk:9109","74797065733D7265736F75726365","59492","16"
"oai:edshare.soton.ac.uk:9111","6469766973696F6E733D756F732D66616337:756F732D6670","59493","16"
"oai:edshare.soton.ac.uk:9111","74797065733D7265736F75726365","59494","16"
"oai:edshare.soton.ac.uk:9117","6469766973696F6E733D756F732D66616337:756F732D6670","59495","16"
"oai:edshare.soton.ac.uk:9117","74797065733D7265736F75726365","59496","16"
"oai:edshare.soton.ac.uk:9119","6469766973696F6E733D756F732D66616337:756F732D6670","59497","16"
"oai:edshare.soton.ac.uk:9119","74797065733D7265736F75726365","59498","16"
"oai:edshare.soton.ac.uk:9125","74797065733D7265736F75726365","59499","16"
"oai:edshare.soton.ac.uk:9126","6469766973696F6E733D756F732D706B:756F732D6A66","59500","16"
"oai:edshare.soton.ac.uk:9126","74797065733D7265736F75726365","59501","16"
"oai:edshare.soton.ac.uk:9133","6469766973696F6E733D756F732D66616337:756F732D6670","59502","16"
"oai:edshare.soton.ac.uk:9133","74797065733D7265736F75726365","59503","16"
"oai:edshare.soton.ac.uk:9139","74797065733D636F6C6C656374696F6E","59504","16"
"oai:edshare.soton.ac.uk:9141","74797065733D7265736F75726365","59505","16"
"oai:edshare.soton.ac.uk:9142","74797065733D7265736F75726365","59506","16"
"oai:edshare.soton.ac.uk:9143","74797065733D7265736F75726365","59507","16"
"oai:edshare.soton.ac.uk:9145","6469766973696F6E733D756F732D66616338:756F732D6A77","59508","16"
"oai:edshare.soton.ac.uk:9145","74797065733D636F6C6C656374696F6E","59509","16"
"oai:edshare.soton.ac.uk:9147","6469766973696F6E733D756F732D66616338:756F732D6A77","59510","16"
"oai:edshare.soton.ac.uk:9147","74797065733D7265736F75726365","59511","16"
"oai:edshare.soton.ac.uk:9149","6469766973696F6E733D756F732D66616338:756F732D6A77","59512","16"
"oai:edshare.soton.ac.uk:9149","74797065733D7265736F75726365","59513","16"
"oai:edshare.soton.ac.uk:9150","74797065733D7265736F75726365","59514","16"
"oai:edshare.soton.ac.uk:9160","74797065733D7265736F75726365","59515","16"
"oai:edshare.soton.ac.uk:9161","74797065733D7265736F75726365","59516","16"
"oai:edshare.soton.ac.uk:9183","6469766973696F6E733D756F732D66616337:756F732D6670","59517","16"
"oai:edshare.soton.ac.uk:9183","74797065733D7265736F75726365","59518","16"
"oai:edshare.soton.ac.uk:9189","6469766973696F6E733D756F732D66616337:756F732D6670","59519","16"
"oai:edshare.soton.ac.uk:9189","74797065733D7265736F75726365","59520","16"
"oai:edshare.soton.ac.uk:9192","6469766973696F6E733D756F732D66616338:756F732D6A77","59521","16"
"oai:edshare.soton.ac.uk:9192","74797065733D7265736F75726365","59522","16"
"oai:edshare.soton.ac.uk:9204","6469766973696F6E733D756F732D706B:756F732D6A66","59523","16"
"oai:edshare.soton.ac.uk:9204","74797065733D7265736F75726365","59524","16"
"oai:edshare.soton.ac.uk:9208","6469766973696F6E733D756F732D706B:756F732D6A66","59525","16"
"oai:edshare.soton.ac.uk:9208","74797065733D7265736F75726365","59526","16"
"oai:edshare.soton.ac.uk:9209","6469766973696F6E733D756F732D706B:756F732D6A66","59527","16"
"oai:edshare.soton.ac.uk:9209","74797065733D7265736F75726365","59528","16"
"oai:edshare.soton.ac.uk:9211","6469766973696F6E733D756F732D706B:756F732D6A66","59529","16"
"oai:edshare.soton.ac.uk:9211","74797065733D7265736F75726365","59530","16"
"oai:edshare.soton.ac.uk:9212","6469766973696F6E733D756F732D706B:756F732D6A66","59531","16"
"oai:edshare.soton.ac.uk:9212","74797065733D7265736F75726365","59532","16"
"oai:edshare.soton.ac.uk:9213","6469766973696F6E733D756F732D706B:756F732D6B78","59533","16"
"oai:edshare.soton.ac.uk:9213","74797065733D7265736F75726365","59534","16"
"oai:edshare.soton.ac.uk:9215","6469766973696F6E733D756F732D706B:756F732D6A66","59535","16"
"oai:edshare.soton.ac.uk:9215","74797065733D7265736F75726365","59536","16"
"oai:edshare.soton.ac.uk:9216","6469766973696F6E733D756F732D706B:756F732D6A66","59537","16"
"oai:edshare.soton.ac.uk:9216","74797065733D7265736F75726365","59538","16"
"oai:edshare.soton.ac.uk:9217","6469766973696F6E733D756F732D706B:756F732D6A66","59539","16"
"oai:edshare.soton.ac.uk:9217","74797065733D7265736F75726365","59540","16"
"oai:edshare.soton.ac.uk:9218","6469766973696F6E733D756F732D706B:756F732D6A66","59541","16"
"oai:edshare.soton.ac.uk:9218","74797065733D7265736F75726365","59542","16"
"oai:edshare.soton.ac.uk:9219","6469766973696F6E733D756F732D706B:756F732D6A66","59543","16"
"oai:edshare.soton.ac.uk:9219","74797065733D7265736F75726365","59544","16"
"oai:edshare.soton.ac.uk:9220","6469766973696F6E733D756F732D706B:756F732D6A66","59545","16"
"oai:edshare.soton.ac.uk:9220","74797065733D636F6C6C656374696F6E","59546","16"
"oai:edshare.soton.ac.uk:9221","6469766973696F6E733D756F732D706B:756F732D6A66","59547","16"
"oai:edshare.soton.ac.uk:9221","74797065733D7265736F75726365","59548","16"
"oai:edshare.soton.ac.uk:9222","6469766973696F6E733D756F732D706B:756F732D6A66","59549","16"
"oai:edshare.soton.ac.uk:9222","74797065733D7265736F75726365","59550","16"
"oai:edshare.soton.ac.uk:9223","6469766973696F6E733D756F732D706B:756F732D6A66","59551","16"
"oai:edshare.soton.ac.uk:9223","74797065733D7265736F75726365","59552","16"
"oai:edshare.soton.ac.uk:9224","6469766973696F6E733D756F732D706B:756F732D6A66","59553","16"
"oai:edshare.soton.ac.uk:9224","74797065733D7265736F75726365","59554","16"
"oai:edshare.soton.ac.uk:9225","6469766973696F6E733D756F732D706B:756F732D6A66","59555","16"
"oai:edshare.soton.ac.uk:9225","74797065733D7265736F75726365","59556","16"
"oai:edshare.soton.ac.uk:9226","6469766973696F6E733D756F732D706B:756F732D6A66","59557","16"
"oai:edshare.soton.ac.uk:9226","74797065733D7265736F75726365","59558","16"
"oai:edshare.soton.ac.uk:9227","6469766973696F6E733D756F732D706B:756F732D6A66","59559","16"
"oai:edshare.soton.ac.uk:9227","74797065733D7265736F75726365","59560","16"
"oai:edshare.soton.ac.uk:9228","6469766973696F6E733D756F732D706B:756F732D6A66","59561","16"
"oai:edshare.soton.ac.uk:9228","74797065733D7265736F75726365","59562","16"
"oai:edshare.soton.ac.uk:9229","6469766973696F6E733D756F732D706B:756F732D6A66","59563","16"
"oai:edshare.soton.ac.uk:9229","74797065733D7265736F75726365","59564","16"
"oai:edshare.soton.ac.uk:9232","6469766973696F6E733D756F732D706B:756F732D6A66","59565","16"
"oai:edshare.soton.ac.uk:9232","74797065733D7265736F75726365","59566","16"
"oai:edshare.soton.ac.uk:9233","6469766973696F6E733D756F732D706B:756F732D6A66","59567","16"
"oai:edshare.soton.ac.uk:9233","74797065733D636F6C6C656374696F6E","59568","16"
"oai:edshare.soton.ac.uk:9234","6469766973696F6E733D756F732D706B:756F732D6A66","59569","16"
"oai:edshare.soton.ac.uk:9234","74797065733D7265736F75726365","59570","16"
"oai:edshare.soton.ac.uk:9235","6469766973696F6E733D756F732D706B:756F732D6A66","59571","16"
"oai:edshare.soton.ac.uk:9235","74797065733D7265736F75726365","59572","16"
"oai:edshare.soton.ac.uk:9240","6469766973696F6E733D756F732D706B:756F732D6A66","59573","16"
"oai:edshare.soton.ac.uk:9240","74797065733D7265736F75726365","59574","16"
"oai:edshare.soton.ac.uk:9242","6469766973696F6E733D756F732D706B:756F732D6A66","59575","16"
"oai:edshare.soton.ac.uk:9242","74797065733D7265736F75726365","59576","16"
"oai:edshare.soton.ac.uk:9243","6469766973696F6E733D756F732D706B:756F732D6A66","59577","16"
"oai:edshare.soton.ac.uk:9243","74797065733D7265736F75726365","59578","16"
"oai:edshare.soton.ac.uk:9245","6469766973696F6E733D756F732D706B:756F732D6A66","59579","16"
"oai:edshare.soton.ac.uk:9245","74797065733D7265736F75726365","59580","16"
"oai:edshare.soton.ac.uk:9255","6469766973696F6E733D756F732D706B:756F732D6A66","59581","16"
"oai:edshare.soton.ac.uk:9255","74797065733D7265736F75726365","59582","16"
"oai:edshare.soton.ac.uk:9267","6469766973696F6E733D756F732D66616332:756F732D6668","59583","16"
"oai:edshare.soton.ac.uk:9267","74797065733D7265736F75726365","59584","16"
"oai:edshare.soton.ac.uk:9268","6469766973696F6E733D756F732D66616332:756F732D6668","59585","16"
"oai:edshare.soton.ac.uk:9268","74797065733D7265736F75726365","59586","16"
"oai:edshare.soton.ac.uk:9270","6469766973696F6E733D756F732D706B:756F732D6A66","59587","16"
"oai:edshare.soton.ac.uk:9270","74797065733D7265736F75726365","59588","16"
"oai:edshare.soton.ac.uk:9271","6469766973696F6E733D756F732D706B:756F732D6A66","59589","16"
"oai:edshare.soton.ac.uk:9271","74797065733D7265736F75726365","59590","16"
"oai:edshare.soton.ac.uk:9273","6469766973696F6E733D756F732D66616338:756F732D6A77","59591","16"
"oai:edshare.soton.ac.uk:9273","74797065733D7265736F75726365","59592","16"
"oai:edshare.soton.ac.uk:9274","6469766973696F6E733D756F732D66616337:756F732D6670","59593","16"
"oai:edshare.soton.ac.uk:9274","74797065733D7265736F75726365","59594","16"
"oai:edshare.soton.ac.uk:9275","6469766973696F6E733D756F732D66616337:756F732D6670","59595","16"
"oai:edshare.soton.ac.uk:9275","74797065733D7265736F75726365","59596","16"
"oai:edshare.soton.ac.uk:9276","6469766973696F6E733D756F732D66616337:756F732D6670","59597","16"
"oai:edshare.soton.ac.uk:9276","74797065733D7265736F75726365","59598","16"
"oai:edshare.soton.ac.uk:9277","6469766973696F6E733D756F732D66616337:756F732D6670","59599","16"
"oai:edshare.soton.ac.uk:9277","74797065733D7265736F75726365","59600","16"
"oai:edshare.soton.ac.uk:9278","6469766973696F6E733D756F732D66616337:756F732D6670","59601","16"
"oai:edshare.soton.ac.uk:9278","74797065733D7265736F75726365","59602","16"
"oai:edshare.soton.ac.uk:9279","6469766973696F6E733D756F732D66616337:756F732D6670","59603","16"
"oai:edshare.soton.ac.uk:9279","74797065733D636F6C6C656374696F6E","59604","16"
"oai:edshare.soton.ac.uk:9280","6469766973696F6E733D756F732D706B:756F732D6A66","59605","16"
"oai:edshare.soton.ac.uk:9280","74797065733D7265736F75726365","59606","16"
"oai:edshare.soton.ac.uk:9285","6469766973696F6E733D756F732D66616332:756F732D6668","59607","16"
"oai:edshare.soton.ac.uk:9285","74797065733D7265736F75726365","59608","16"
"oai:edshare.soton.ac.uk:9286","6469766973696F6E733D756F732D66616332:756F732D6668","59609","16"
"oai:edshare.soton.ac.uk:9286","74797065733D7265736F75726365","59610","16"
"oai:edshare.soton.ac.uk:9290","6469766973696F6E733D756F732D66616332:756F732D6668","59611","16"
"oai:edshare.soton.ac.uk:9290","74797065733D7265736F75726365","59612","16"
"oai:edshare.soton.ac.uk:9291","6469766973696F6E733D756F732D66616332:756F732D6668","59613","16"
"oai:edshare.soton.ac.uk:9291","74797065733D7265736F75726365","59614","16"
"oai:edshare.soton.ac.uk:9292","6469766973696F6E733D756F732D66616332:756F732D6668","59615","16"
"oai:edshare.soton.ac.uk:9292","74797065733D7265736F75726365","59616","16"
"oai:edshare.soton.ac.uk:9295","6469766973696F6E733D756F732D66616332:756F732D6668","59617","16"
"oai:edshare.soton.ac.uk:9295","74797065733D7265736F75726365","59618","16"
"oai:edshare.soton.ac.uk:9296","6469766973696F6E733D756F732D66616332:756F732D6668","59619","16"
"oai:edshare.soton.ac.uk:9296","74797065733D636F6C6C656374696F6E","59620","16"
"oai:edshare.soton.ac.uk:9297","6469766973696F6E733D756F732D66616332:756F732D6668","59621","16"
"oai:edshare.soton.ac.uk:9297","74797065733D7265736F75726365","59622","16"
"oai:edshare.soton.ac.uk:9298","6469766973696F6E733D756F732D66616332:756F732D6668","59623","16"
"oai:edshare.soton.ac.uk:9298","74797065733D7265736F75726365","59624","16"
"oai:edshare.soton.ac.uk:9300","6469766973696F6E733D756F732D66616338:756F732D6A77","59625","16"
"oai:edshare.soton.ac.uk:9300","74797065733D7265736F75726365","59626","16"
"oai:edshare.soton.ac.uk:9301","6469766973696F6E733D756F732D706B:756F732D6B78","59627","16"
"oai:edshare.soton.ac.uk:9301","74797065733D7265736F75726365","59628","16"
"oai:edshare.soton.ac.uk:9303","6469766973696F6E733D756F732D706B:756F732D6A66","59629","16"
"oai:edshare.soton.ac.uk:9303","74797065733D7265736F75726365","59630","16"
"oai:edshare.soton.ac.uk:9307","6469766973696F6E733D756F732D66616337:756F732D6670","59631","16"
"oai:edshare.soton.ac.uk:9307","74797065733D7265736F75726365","59632","16"
"oai:edshare.soton.ac.uk:9308","6469766973696F6E733D756F732D66616332:756F732D6668","59633","16"
"oai:edshare.soton.ac.uk:9308","74797065733D7265736F75726365","59634","16"
"oai:edshare.soton.ac.uk:9309","6469766973696F6E733D756F732D66616332:756F732D6668","59635","16"
"oai:edshare.soton.ac.uk:9309","74797065733D7265736F75726365","59636","16"
"oai:edshare.soton.ac.uk:9312","6469766973696F6E733D756F732D66616332:756F732D6668","59637","16"
"oai:edshare.soton.ac.uk:9312","74797065733D636F6C6C656374696F6E","59638","16"
"oai:edshare.soton.ac.uk:9313","6469766973696F6E733D756F732D706B:756F732D6A66","59639","16"
"oai:edshare.soton.ac.uk:9313","74797065733D7265736F75726365","59640","16"
"oai:edshare.soton.ac.uk:9314","6469766973696F6E733D756F732D706B:756F732D6A66","59641","16"
"oai:edshare.soton.ac.uk:9314","74797065733D7265736F75726365","59642","16"
"oai:edshare.soton.ac.uk:9317","6469766973696F6E733D756F732D706B:756F732D6A66","59643","16"
"oai:edshare.soton.ac.uk:9317","74797065733D7265736F75726365","59644","16"
"oai:edshare.soton.ac.uk:9325","6469766973696F6E733D756F732D66616337:756F732D6670","59645","16"
"oai:edshare.soton.ac.uk:9325","74797065733D7265736F75726365","59646","16"
"oai:edshare.soton.ac.uk:9326","74797065733D7265736F75726365","59647","16"
"oai:edshare.soton.ac.uk:9330","6469766973696F6E733D756F732D66616332:756F732D6668","59648","16"
"oai:edshare.soton.ac.uk:9330","74797065733D7265736F75726365","59649","16"
"oai:edshare.soton.ac.uk:9331","6469766973696F6E733D756F732D66616332:756F732D6668","59650","16"
"oai:edshare.soton.ac.uk:9331","74797065733D7265736F75726365","59651","16"
"oai:edshare.soton.ac.uk:9332","6469766973696F6E733D756F732D66616332:756F732D6668","59652","16"
"oai:edshare.soton.ac.uk:9332","74797065733D7265736F75726365","59653","16"
"oai:edshare.soton.ac.uk:9339","6469766973696F6E733D756F732D706B:756F732D6A66","59654","16"
"oai:edshare.soton.ac.uk:9339","74797065733D636F6C6C656374696F6E","59655","16"
"oai:edshare.soton.ac.uk:9340","6469766973696F6E733D756F732D66616337:756F732D6670","59656","16"
"oai:edshare.soton.ac.uk:9340","74797065733D7265736F75726365","59657","16"
"oai:edshare.soton.ac.uk:9342","6469766973696F6E733D756F732D66616332:756F732D6668","59658","16"
"oai:edshare.soton.ac.uk:9342","74797065733D7265736F75726365","59659","16"
"oai:edshare.soton.ac.uk:9353","6469766973696F6E733D756F732D706B:756F732D6A66","59660","16"
"oai:edshare.soton.ac.uk:9353","74797065733D636F6C6C656374696F6E","59661","16"
"oai:edshare.soton.ac.uk:9354","6469766973696F6E733D756F732D706B:756F732D6A66","59662","16"
"oai:edshare.soton.ac.uk:9354","74797065733D7265736F75726365","59663","16"
"oai:edshare.soton.ac.uk:9357","6469766973696F6E733D756F732D706B:756F732D6A66","59664","16"
"oai:edshare.soton.ac.uk:9357","74797065733D7265736F75726365","59665","16"
"oai:edshare.soton.ac.uk:9359","6469766973696F6E733D756F732D66616332:756F732D6668","59666","16"
"oai:edshare.soton.ac.uk:9359","74797065733D7265736F75726365","59667","16"
"oai:edshare.soton.ac.uk:9361","6469766973696F6E733D756F732D706B:756F732D6A66","59668","16"
"oai:edshare.soton.ac.uk:9361","74797065733D7265736F75726365","59669","16"
"oai:edshare.soton.ac.uk:9375","6469766973696F6E733D756F732D706B:756F732D6A66","59670","16"
"oai:edshare.soton.ac.uk:9375","74797065733D7265736F75726365","59671","16"
"oai:edshare.soton.ac.uk:9383","6469766973696F6E733D756F732D706B:756F732D6A66","59672","16"
"oai:edshare.soton.ac.uk:9383","74797065733D7265736F75726365","59673","16"
"oai:edshare.soton.ac.uk:9391","6469766973696F6E733D756F732D66616337:756F732D6670","59674","16"
"oai:edshare.soton.ac.uk:9391","74797065733D7265736F75726365","59675","16"
"oai:edshare.soton.ac.uk:9392","6469766973696F6E733D756F732D66616337:756F732D6670","59676","16"
"oai:edshare.soton.ac.uk:9392","74797065733D7265736F75726365","59677","16"
"oai:edshare.soton.ac.uk:9398","6469766973696F6E733D756F732D66616337:756F732D6670","59678","16"
"oai:edshare.soton.ac.uk:9398","74797065733D7265736F75726365","59679","16"
"oai:edshare.soton.ac.uk:9399","6469766973696F6E733D756F732D66616337:756F732D6670","59680","16"
"oai:edshare.soton.ac.uk:9399","74797065733D7265736F75726365","59681","16"
"oai:edshare.soton.ac.uk:9403","6469766973696F6E733D756F732D706B:756F732D6A66","59682","16"
"oai:edshare.soton.ac.uk:9403","74797065733D7265736F75726365","59683","16"
"oai:edshare.soton.ac.uk:9405","6469766973696F6E733D756F732D706B:756F732D6A66","59684","16"
"oai:edshare.soton.ac.uk:9405","74797065733D7265736F75726365","59685","16"
"oai:edshare.soton.ac.uk:9408","6469766973696F6E733D756F732D66616337:756F732D6670","59686","16"
"oai:edshare.soton.ac.uk:9408","74797065733D7265736F75726365","59687","16"
"oai:edshare.soton.ac.uk:9409","6469766973696F6E733D756F732D66616337:756F732D6670","59688","16"
"oai:edshare.soton.ac.uk:9409","74797065733D7265736F75726365","59689","16"
"oai:edshare.soton.ac.uk:9412","6469766973696F6E733D756F732D706B:756F732D6A66","59690","16"
"oai:edshare.soton.ac.uk:9412","74797065733D7265736F75726365","59691","16"
"oai:edshare.soton.ac.uk:9413","6469766973696F6E733D756F732D66616337:756F732D6670","59692","16"
"oai:edshare.soton.ac.uk:9413","74797065733D7265736F75726365","59693","16"
"oai:edshare.soton.ac.uk:9414","6469766973696F6E733D756F732D66616337:756F732D6670","59694","16"
"oai:edshare.soton.ac.uk:9414","74797065733D7265736F75726365","59695","16"
"oai:edshare.soton.ac.uk:9415","6469766973696F6E733D756F732D66616337:756F732D6670","59696","16"
"oai:edshare.soton.ac.uk:9415","74797065733D7265736F75726365","59697","16"
"oai:edshare.soton.ac.uk:9416","6469766973696F6E733D756F732D66616337:756F732D6670","59698","16"
"oai:edshare.soton.ac.uk:9416","74797065733D7265736F75726365","59699","16"
"oai:edshare.soton.ac.uk:9418","6469766973696F6E733D756F732D66616337:756F732D6670","59700","16"
"oai:edshare.soton.ac.uk:9418","74797065733D7265736F75726365","59701","16"
"oai:edshare.soton.ac.uk:9424","6469766973696F6E733D756F732D66616332:756F732D6668","59702","16"
"oai:edshare.soton.ac.uk:9424","74797065733D7265736F75726365","59703","16"
"oai:edshare.soton.ac.uk:9428","6469766973696F6E733D756F732D66616337:756F732D6670","59704","16"
"oai:edshare.soton.ac.uk:9428","74797065733D7265736F75726365","59705","16"
"oai:edshare.soton.ac.uk:9447","6469766973696F6E733D756F732D66616337:756F732D6670","59706","16"
"oai:edshare.soton.ac.uk:9447","74797065733D7265736F75726365","59707","16"
"oai:edshare.soton.ac.uk:9454","6469766973696F6E733D756F732D66616337:756F732D6670","59708","16"
"oai:edshare.soton.ac.uk:9454","74797065733D7265736F75726365","59709","16"
"oai:edshare.soton.ac.uk:9457","6469766973696F6E733D756F732D66616337:756F732D6670","59710","16"
"oai:edshare.soton.ac.uk:9457","74797065733D7265736F75726365","59711","16"
"oai:edshare.soton.ac.uk:9458","6469766973696F6E733D756F732D66616337:756F732D6670","59712","16"
"oai:edshare.soton.ac.uk:9458","74797065733D7265736F75726365","59713","16"
"oai:edshare.soton.ac.uk:9467","6469766973696F6E733D756F732D66616337:756F732D6670","59714","16"
"oai:edshare.soton.ac.uk:9467","74797065733D7265736F75726365","59715","16"
"oai:edshare.soton.ac.uk:9475","6469766973696F6E733D756F732D66616337:756F732D6670","59716","16"
"oai:edshare.soton.ac.uk:9475","74797065733D7265736F75726365","59717","16"
"oai:edshare.soton.ac.uk:9476","6469766973696F6E733D756F732D66616337:756F732D6670","59718","16"
"oai:edshare.soton.ac.uk:9476","74797065733D7265736F75726365","59719","16"
"oai:edshare.soton.ac.uk:9477","6469766973696F6E733D756F732D66616337:756F732D6670","59720","16"
"oai:edshare.soton.ac.uk:9477","74797065733D7265736F75726365","59721","16"
"oai:edshare.soton.ac.uk:9478","6469766973696F6E733D756F732D66616337:756F732D6670","59722","16"
"oai:edshare.soton.ac.uk:9478","74797065733D7265736F75726365","59723","16"
"oai:edshare.soton.ac.uk:9480","6469766973696F6E733D756F732D66616337:756F732D6670","59724","16"
"oai:edshare.soton.ac.uk:9480","74797065733D7265736F75726365","59725","16"
"oai:edshare.soton.ac.uk:9482","6469766973696F6E733D756F732D66616337:756F732D6670","59726","16"
"oai:edshare.soton.ac.uk:9482","74797065733D7265736F75726365","59727","16"
"oai:edshare.soton.ac.uk:9492","74797065733D7265736F75726365","59728","16"
"oai:edshare.soton.ac.uk:9494","74797065733D7265736F75726365","59729","16"
"oai:edshare.soton.ac.uk:9495","74797065733D7265736F75726365","59730","16"
"oai:edshare.soton.ac.uk:9496","74797065733D7265736F75726365","59731","16"
"oai:edshare.soton.ac.uk:9497","74797065733D7265736F75726365","59732","16"
"oai:edshare.soton.ac.uk:9498","74797065733D7265736F75726365","59733","16"
"oai:edshare.soton.ac.uk:9505","6469766973696F6E733D756F732D66616332:756F732D6668","59734","16"
"oai:edshare.soton.ac.uk:9505","74797065733D7265736F75726365","59735","16"
"oai:edshare.soton.ac.uk:9522","6469766973696F6E733D756F732D66616337:756F732D6670","59736","16"
"oai:edshare.soton.ac.uk:9522","74797065733D7265736F75726365","59737","16"
"oai:edshare.soton.ac.uk:9525","6469766973696F6E733D756F732D66616335:756F732D6D72","59738","16"
"oai:edshare.soton.ac.uk:9525","74797065733D7265736F75726365","59739","16"
"oai:edshare.soton.ac.uk:9528","6469766973696F6E733D756F732D66616332:756F732D6668","59740","16"
"oai:edshare.soton.ac.uk:9528","74797065733D7265736F75726365","59741","16"
"oai:edshare.soton.ac.uk:9533","6469766973696F6E733D756F732D66616332:756F732D6668","59742","16"
"oai:edshare.soton.ac.uk:9533","74797065733D7265736F75726365","59743","16"
"oai:edshare.soton.ac.uk:9536","74797065733D7265736F75726365","59744","16"
"oai:edshare.soton.ac.uk:9542","6469766973696F6E733D756F732D66616337:756F732D6670","59745","16"
"oai:edshare.soton.ac.uk:9542","74797065733D7265736F75726365","59746","16"
"oai:edshare.soton.ac.uk:9544","6469766973696F6E733D756F732D66616337:756F732D6670","59747","16"
"oai:edshare.soton.ac.uk:9544","74797065733D7265736F75726365","59748","16"
"oai:edshare.soton.ac.uk:9545","6469766973696F6E733D756F732D66616337:756F732D6670","59749","16"
"oai:edshare.soton.ac.uk:9545","74797065733D636F6C6C656374696F6E","59750","16"
"oai:edshare.soton.ac.uk:9556","6469766973696F6E733D756F732D66616332:756F732D6668","59751","16"
"oai:edshare.soton.ac.uk:9556","74797065733D7265736F75726365","59752","16"
"oai:edshare.soton.ac.uk:9560","6469766973696F6E733D756F732D66616332:756F732D6668","59753","16"
"oai:edshare.soton.ac.uk:9560","74797065733D7265736F75726365","59754","16"
"oai:edshare.soton.ac.uk:9561","6469766973696F6E733D756F732D66616337:756F732D6670","59755","16"
"oai:edshare.soton.ac.uk:9561","74797065733D7265736F75726365","59756","16"
"oai:edshare.soton.ac.uk:9562","6469766973696F6E733D756F732D66616337:756F732D6670","59757","16"
"oai:edshare.soton.ac.uk:9562","74797065733D7265736F75726365","59758","16"
"oai:edshare.soton.ac.uk:9563","6469766973696F6E733D756F732D66616337:756F732D6670","59759","16"
"oai:edshare.soton.ac.uk:9563","74797065733D7265736F75726365","59760","16"
"oai:edshare.soton.ac.uk:9580","6469766973696F6E733D756F732D706B:756F732D6A66","59761","16"
"oai:edshare.soton.ac.uk:9580","74797065733D7265736F75726365","59762","16"
"oai:edshare.soton.ac.uk:9581","6469766973696F6E733D756F732D706B:756F732D6A66","59763","16"
"oai:edshare.soton.ac.uk:9581","74797065733D7265736F75726365","59764","16"
"oai:edshare.soton.ac.uk:9594","6469766973696F6E733D756F732D66616337:756F732D6670","59765","16"
"oai:edshare.soton.ac.uk:9594","74797065733D7265736F75726365","59766","16"
"oai:edshare.soton.ac.uk:9617","6469766973696F6E733D756F732D66616332:756F732D6668","59767","16"
"oai:edshare.soton.ac.uk:9617","74797065733D7265736F75726365","59768","16"
"oai:edshare.soton.ac.uk:9619","6469766973696F6E733D756F732D66616337:756F732D6670","59769","16"
"oai:edshare.soton.ac.uk:9619","74797065733D7265736F75726365","59770","16"
"oai:edshare.soton.ac.uk:9622","6469766973696F6E733D756F732D66616337:756F732D6670","59771","16"
"oai:edshare.soton.ac.uk:9622","74797065733D7265736F75726365","59772","16"
"oai:edshare.soton.ac.uk:9625","6469766973696F6E733D756F732D66616337:756F732D6670","59773","16"
"oai:edshare.soton.ac.uk:9625","74797065733D7265736F75726365","59774","16"
"oai:edshare.soton.ac.uk:9635","6469766973696F6E733D756F732D706B:756F732D6B78","59775","16"
"oai:edshare.soton.ac.uk:9635","74797065733D7265736F75726365","59776","16"
"oai:edshare.soton.ac.uk:9639","6469766973696F6E733D756F732D66616331:756F732D6B77","59777","16"
"oai:edshare.soton.ac.uk:9639","74797065733D7265736F75726365","59778","16"
"oai:edshare.soton.ac.uk:9642","6469766973696F6E733D756F732D66616337:756F732D6670","59779","16"
"oai:edshare.soton.ac.uk:9642","74797065733D7265736F75726365","59780","16"
"oai:edshare.soton.ac.uk:9647","6469766973696F6E733D756F732D706B:756F732D6B78","59781","16"
"oai:edshare.soton.ac.uk:9647","74797065733D7265736F75726365","59782","16"
"oai:edshare.soton.ac.uk:9648","6469766973696F6E733D756F732D66616337:756F732D6670","59783","16"
"oai:edshare.soton.ac.uk:9648","74797065733D7265736F75726365","59784","16"
"oai:edshare.soton.ac.uk:9651","6469766973696F6E733D756F732D66616337:756F732D6670","59785","16"
"oai:edshare.soton.ac.uk:9651","74797065733D7265736F75726365","59786","16"
"oai:edshare.soton.ac.uk:9653","6469766973696F6E733D756F732D66616337:756F732D6670","59787","16"
"oai:edshare.soton.ac.uk:9653","74797065733D7265736F75726365","59788","16"
"oai:edshare.soton.ac.uk:9656","6469766973696F6E733D756F732D66616337:756F732D6670","59789","16"
"oai:edshare.soton.ac.uk:9656","74797065733D7265736F75726365","59790","16"
"oai:edshare.soton.ac.uk:9659","6469766973696F6E733D756F732D66616337:756F732D6670","59791","16"
"oai:edshare.soton.ac.uk:9659","74797065733D7265736F75726365","59792","16"
"oai:edshare.soton.ac.uk:9660","6469766973696F6E733D756F732D66616337:756F732D6670","59793","16"
"oai:edshare.soton.ac.uk:9660","74797065733D7265736F75726365","59794","16"
"oai:edshare.soton.ac.uk:9661","6469766973696F6E733D756F732D66616337:756F732D6670","59795","16"
"oai:edshare.soton.ac.uk:9661","74797065733D7265736F75726365","59796","16"
"oai:edshare.soton.ac.uk:9664","6469766973696F6E733D756F732D66616337:756F732D6670","59797","16"
